iter	Passed	Remaining
0	152	152520
1	153	76654
2	159	52928
3	167	41597
4	172	34280
5	176	29283
6	191	27165
7	187	23287
8	205	22668
9	211	20955
10	216	19506
11	214	17695
12	222	16864
13	229	16192
14	236	15535
15	245	15074
16	254	14717
17	262	14309
18	270	13977
19	276	13534
20	282	13177
21	291	12958
22	297	12626
23	307	12498
24	314	12248
25	319	11980
26	325	11714
27	330	11473
28	340	11394
29	346	11203
30	355	11102
31	362	10967
32	371	10873
33	378	10741
34	386	10661
35	397	10633
36	402	10485
37	408	10338
38	413	10180
39	420	10094
40	428	10026
41	434	9901
42	440	9802
43	444	9667
44	453	9631
45	462	9589
46	470	9541
47	477	9476
48	484	9398
49	488	9287
50	493	9173
51	500	9123
52	507	9075
53	512	8979
54	518	8911
55	523	8827
56	531	8795
57	536	8720
58	542	8656
59	548	8596
60	556	8569
61	560	8480
62	569	8473
63	576	8438
64	583	8397
65	591	8371
66	596	8302
67	606	8315
68	611	8256
69	618	8223
70	626	8195
71	630	8125
72	636	8080
73	641	8026
74	64675	65575	655	7965
76	66177	67277	67178	68178	67979	69279	69180	70080	702	7964
81	709	7943
82	717	7925
83	726	7924
84	734	7903
85	739	7854
86	746	7831
87	752	7798
88	759	7773
89	76490	77390	77091	78191	77692	78792	78593	79593	797	7688
94	804	7664
95	813	7663
96	821	7645
97	829	7633
98	835	7599
99	845	7608
100	854	7603
101	859	7562
102	868	7563
103	874	7535
104	883	7527
105	888	7494
106	895	7474
107	902	7450
108	906	7411
109	912	7379
110	921	7381
111	928	7365
112	934	7338
113	942	7324
114	949	7304
115	955	7281
116	963	7272
117	967	7233
118	974	7211
119	979	7184
120	983	7145
121	990	7130
122	996	7108
123	1003	7089
124	1009	7063
125	1016	7053
126	1025	7049
127	1033	7038
128	1038	7014
129	1050	7029
130	1056	7010
131	1064	6999
132	1075	7008
133	1079	6976
134	1088	6971
135	1096	6963
136	1100	6935
137	1105	6908
138	1111	6884
139	1117	6864
140	1122	6837
141	1130	6832
142	1137	6814
143	1145	6809
144	1150	6783
145	1159	6782
146	1166	6767
147	1170	6741
148	1177	6722
149	1185	6717
150	1193	6712
151	1199	6692
152	1206	6678
153	1212	6660
154	1216	6630
155	1223	6619
156	1231	6610
157	1239	6605
158	1247	6597
159	1251	6571
160	1258	6559
161	1267	6554
162	1271163	12163	1281	6533
164	1292	6540
165	1301	6538
166	1310	6538
167	1316	6518
168	1321	6500
169	1331	6502
170	1336	6480
171	1343	6467
172	1349	6450
173	1355174	13174	1363175	13175	1372176	13176	1377177	13177	1386	6400
178	1394	6395
179	1401	6382
180	1408	6374
181	1412182	14182	1418183	14183	1425184	14184	14301185	1185	1440	186	1186	1445	187	1187	14511188	1188	14581189	1189	14641190	1498	63481191	1506	63401192	1514	63321193	1520	63151194	1525	62991195	1535	6298
196	1544	6297
197	1552	6289
198	1558	6273
199	1565	6262
200	1574	6257
201	1581	6245
202	1586	6228
203	1591	6208
204	1598	6200
205	1604	6186
206	1609	6166
207	1616	6154
208	1623	61209209	1633	6146
210	1640	61332211	1650	6133
212	1655	61213213	1663	6111
214	1667	60215215	1675	60212216	1682	60217217	1689	60218218	1697	60219219	1703	60220	1700	5995
221221	1724	60222	1719	5992
223	1728	5986
22224	1732	596225	1739	5958
22226	1745	594222227	1764	59228228	1771	59229	1765	5912
230	1772	5901
231	1780	5895
232	1787	5884
233	1794	5873
234	1800	5859
235	1804	5841
236236	1236	18237237	1832	58238238	1838	58239239	1239	18240	1837240	18241	1846241	1845	5779
242	1850	5765
243	1858	5757
244	1863	5743
245	1870	5734
246	1877	5724
247	1884	5714
248	1891	5703
249	18250	1910250	19251	1915	5686
252	1921252	19253	1927253	19254	1935254	19255	1945255	19256	1953256	19257	1961257	19258	1970258	19259	1977259	19260	1982260	19261	1991	5610
262	2000	5605
263	2008	5599
264	2013	5584
265	2016265	2012	5553
266	2021	5550
267	2026	5536
268	2032	269	2269	20270270	2270	2044	271	2271	2053	5497
272	2061	273	2273	2069	5482
274	2077	5477
275	2082	5463
276	2089	277	2277	2099	5452
278	2104	5438
279	2110	5427
280	2117	281	2281	2124	5410
282	2133	5404
283	2140	5395
284	2149	5392
285	2156	5382
286	2164	5377
287	2173	5372
288	2180	5364
289	2184	5347
290	2189	5335
291	2198	5330
292	2203	5317
293	22072294	2294	2216	5296
295	2225	5292
296	2231	5282
297	2237	5270
298	2242	299	2299	2249300	22300	2254301	22301	22583302	2302	22683303	2303	2275	304	2304	22813305	2305	2289	306	2306	2296	307	2307	2303	308	2308	23113309	2339	5206
310	2346	5198
311	2352	5187
312	2360	5180
313	2367	51713314	2376	5168
315	2381	51553316	2387	51433317	2392	5132318	2386	5094
3319	2409	5119320	2402	5082
321	2409	5073
322	2413	5059
323	2422	5055
324	2430	5047
325	2435	5035
3326	2455	5052327	2447	5014
328	2454	5006
329	2460	4995
330	2467	4986
331	2473	4976
332	2477	4962
333	2486	4957
334	2501	4965
3335	2518	49763336	2525	49683337	2537	49693338	2547	4967
339	2551	4953
340	2560	4947
341	2570	4945
342	2579	4941
343	2585	4931
344	2595	4927
345	2604	4922
346	2608	4909
347	2617	4904
348	2624	4896
349	2631	4887
350	2640	4882
351	2648	4875
352	2655	4866
353	2661	48573354	2667	48463355	2674	48383356	2684	48353357	2689	48233358	2697	48163359	2705	48103360	2715	4806
361	2724	4801
362	2734	4798
363	2739	4786
364	2747	4779
365	2753	47703366	2760	47623367	2770	47573368	2779	4753
369	2787	4746
370	2792	47353371	2798	4725372	2797	4702
3373	2820	47203374	2827	47123375	2835	4705
376	2842	4697
377	2848	4687
378	2855	46783379	2861	46683380	2867	46593381	2872	46473382	2879	46383383	2887	46323384	2896	46263385	2904	46203386	2911	4612387	2904	4581
388	2911	4573
3389	2929	4582390	2927	4560
391	2934	4551
392	2940	4542
393	2948	4534
394	2959	4532
395	2968	4527
396	2978	4523
397	2984	4514
398	2989	4502
399	2997	4496
400	3002	4484
401	3010	4478
402	3018	4471
403	3023	4461
404	3028	4449
405	3035	4440
406	3041	4431
407	3050	4425
408	3057	4417
409	3065	4410
410	3070	4400
411	3077	4391
412	3085	4385
413	3097	4383
414	3102	4373
415	3109	4364
416	3114	4354
417	3121	4346
418	3129	4338
419	3132	4326
420	3139	4317
421	3146	4310
422	3154	4302
423	3162	4296
424	3169	4288
425	3177	4281
426	3184	4273
427	3193	4267
428	3198	4257
429	3205	4249
430	3211	42443431	3218	42343432	3224	42243433	3231	42143434	3236	42043435	3246	4198
436	3252	4190
437	3258	4181
438	3265	4172
439	3270	41644440	3276	41544441	3288	4151
442	3294	4142
443	3300	41344444	3307	41244445	3313	41144446	3320	4108
447	3328	4101
448	3333	40944449	3338	40845450	3346	40745451	3356	40645452	3365	4064
453	3373	4057
454	3378	4046
455	3383	4036
456	3387	40245457	3394	40145458	3401	40045459	3409	40046460	3417	39946461	3426	39946462	3434	3982
463	3442	39746464	3450	39746465	3459	39646466	3466	3955
467	3474	39446468	3480	39446469	3487	39347470	3492	39247471	3498	39147472	3507	39047473	3514	38947474	3520	38947475	3528	3884
476	3535	3876
477	3541	3867
478	3546	38547479	3553	3849
480	3559	3840
481	3565	3831
482	3571	38248483	3576	38148484	3582	38048485	3592	37948486	3600	37948487	3606	37848488	3612	37748489	3621	37649490	3629	37649491	3636	37549492	3641	37449493	3649	37349494	3655	372495	3663	3722
496	3671	3716
49497	3680	37049498	3691	37049499	3699	36950500	3707	36950501	3714	368502	3724	3679
50503	3730	36750504	3738	3664
505	3746	3657
506	3753	3649
507	3759	3641
508	3766	36350509	3774	36251510	3780	361511	3791	3613
51512	3801	360513	3812	3604
51514	3818	35951515	3823	358516	3832	3580
517	3839	3573
518	3845	3563
519	3852	3556
520	3858	3547
521	3866	3540
522	3872	3531
523	3879	3523
524	3885	3515
525	3893	3508
526	3898	3498
527	3907	3492
528	3918	3488
529	3927	3482
530	3934	3474
531	3941	3466
532	3946	3457
533	3953	3450
534	3960	3442
535	3968	3435
536	3972	3425
537	3977	3415
538	3984	3407
539	3992	3401
540	4001	3394
541	4009	3387
542	4013	3377
543	4023	3372
544	4030	3364
545	4038	3357
546	4044	3349
547	4048	3339
548	4055	3331
549	4062	3323
550	4067	3314
551	4076	3308
552	4083	3300
553	4091	3293
554	4094	3283
555	4103	3277
556	4111	3269
557	4118	3262
558	4128	3257
559	4133	3247
560	4139	3239
561	4145	3231
562	4157	3227
563	4165	3220
564	4174	3214
565	4180	3205
566	4187	3197
567	4196	3191
568	4202	3183
569	4209	3175
570	4216	3167
571	4225	3161
572	4231	3153
573	4237	3145
574	4243	3136
575	4252	3130
576	4259	3122
577	4266	3114
578	4272	3106
579	4279	3098
580	4285	3090
581	4290	3081
582	4300	3075
583	4303	3065
584	4312	3059
585	4317	3050
586	4324	3042
587	4330	3034
588	4336	3025
589	4342	3017
590	4348	3009
591	4356	3002
592	4364	2995
593	4369	2986
594	4377	2979
595	4383	2971
596	4389	2963
597	4396	2955
598	4402	2946
599	4409	2939
600	4413	2929
601	4418	2921
602	4424	2912
603	4430	2904
604	4433	2894
605	4439	2886
606	4444	2877
607	4450	2869
608	4454	2860
609	4464	2854
610	4471	2846
611	4478	2839
612	4486	2832
613	4493	2825
614	4501	2818
615	4511	2812
616	4521	2806
617	4530	2800
618	4537	2792
619	4545	2786
620	4552	2778
621	4560	2771
622	4566	2763
623	4570	2754
624	4572	2743
625	4584	2738
626	4591	2731
627	4598	2723
628	4605	2716
629	4612	2708
630	4620	2702
631	4629	2695
632	4636	2688
633	4642	2680
634	4648	2671
635	4654	2663
636	4662	2656
637	4670	2650
638	4675	2641
639	4679	2632
640	4686	2624
641	4693	2617
642	4702	2610
643	4709	2603
644	4718	2596
645	4724	2588
646	4729	2580
647	4734	2571
648	4741	2564
649	4749	2557
650	4752	2548
651	4761	2541
652	4767	2533
653	4775	2526
654	4778	2517
655	4787	2510
656	4811	2512
657	4816	2503
658	4825	2497
659	4832	2489
660	4843	2484
661	4856	2479
662	4864	2472
663	4870	2464
664	4877	2457
665	4885	2450
666	4894	2443
667	4901	2435
668	4911	2430
669	4917	2422
670	4924	2414
671	4930	2406
672	4937	2399
673	4943	2391
674	4949	2383
675	4955	2375
676	4963	2367
677	4970	2360
678	4977	2353
679	4984	2345
680	4990	2337
681	4998	2330
682	5006	2323
683	5012	2315
684	5017	2307
685	5024	2299
686	5030	2292
687	5037	2284
688	5044	2277
689	5051	2269
690	5056	2261
691	5063	2253
692	5069	2245
693	5076	2238
694	5083	2230
695	5090	2223
696	5093	2214
697	5100	2206
698	5104	2197
699	5108	2189
700	5113	2180
701	5119	2173
702	5124	2164
703	5132	2158
704	5140	2150
705	5147	2143
706	5155	2136
707	5161	2128
708	5166	2120
709	5172	2112
710	5177	2104
711	5181	2096
712	5187	2087
713	5195	2081
714	5201	2073
715	5208	2066
716	5214	2058
717	5224	2052
718	5231	2044
719719	5245	20720	5244	2029
721	5253	2022
722	5259	2015
723	5266	2007
724	5272	2000
725	5277	1991
726726	5293	19727727	5300	19728728	5308	1973
729	5316	1966
730	5322	1958
731	5328	1950
732	5332	19733733	5342	19734734	5347	19735735	5354	19736736	5360	19737737	5365	19738	5367	1895
739	5374	1888
740	5384	1882
741	5394	1875
742	5403	1868
743	5409	1861
744	5420	1855
745	5427	1848
746	5436	1841
747	5440	1832
748	5447	1825
749	5454	1818
750	5461	1810
751	5470	1804
752	5475	1796
753	5479	1787
754	5486	1780
755	5490	1771
756	5498	1765
757	5502	1756
758	5512	1750
759	5518	1742
760	5526	1735
761	5533	1728
762	5544	1722
763	5550	1714
764	5559	1707
765	5567	1700
766	5573	1692
767	5580	1685
768	5590	1679
769	5596	1671
770	5602	1664
771771	5616	16772772	5621	16773773	5628	16774	5628	1634
775775	5641	16776	5642	1619
777	5650	1612
778	5663	1606
779	5673	1600
780	5680	1592
781	5686	1585
782	5697	1578
783	5700	1570
784	5707	1563
785	5713	1555
786	5720	1548
787	5728	1541
788	5732	1532
789	5738	1525
790790	5751	15791791	5759	15792792	5766	15793793	5774	1498
794	5778	14795795	5784	14796796	5792	14797797	5798	14798798	5804	14799799	5810	14800800	5818	14801801	5827	14802	5826	1429
803803	5839	14804	5839	1414
805	5848	1407
806	5854	1400
807	5862	1393
808	5868	1385
809	5875	1378
810	5880	1370
811	5887	1363
812812	5900	13813	5900	1348
814814	5914	13815	5916	1334
816	5925	1327
817	5933	1320
818	5938	1312
819	5944	1304
820	5949	1297
821	5957	1290
822	5966	1283
823	5974	1276
824	5981	1268
825	5991	1262
826	5998	1254
827	6003	1247
828	6011	1239
829	6016	1232
830	6026	1225
831	6033	1218
832	6040	1211
833	6049	1204
834	6053	1196
835	6060	1188
836	6066	1181
837	6071	1173
838	6078	1166
839	6085	1159
840	6090	1151
841	6096	1143
842	6102	1136
843	6111	1129
844	6119	1122
845	6129	1115
846	6137	1108
847	6146	1101
848	6156	1095
849	6163	1087
850	6169	1080
851	6176	1072
852	6183	1065
853	6192	1058
854	6199	1051
855	6208	1044
856	6214	1036
857	6222	1029
858	6227	1022
859	6232	1014
860	6237	1007
861	6245	999
862	6252	992
863	6259	985
864	6265	977
865	6276	971
866	6284	964
867	6292	956
868	6300	949
869	6309	942
870	6312	934
871	6319	927
872	6324	920
873	6330	912
874	6337	905
875	6344	898
876	6352	890
877	6358	883
878	6363	875
879	6368	868
880	6374	860
881	6382	853
882	6388	846
883	6392	838
884	6399	831
885	6409	824
886	6415	817
887	6420	809
888	6426	802
889	6436	795
890	6445	788
891891	6454	7892892	6460	7893893	6467	7894	6467	758
895	6475	751
896	6480	744
897	6490	737
898	6496	729
899	6502	722
900	6510	715
901	6514	707
902	6521	700
903	6526	693
904904	6536	6905	6538	678
906	6544	671
907907	6560	6908908	6569	6909	6573	650
910	6580	642
911911	6592	6912912	6600	6913913	6607	6914914	6615	6915915	6621	6916916	6628	5917917	6635	5918918	6641	5919919	6650	578
920	6656	571
921	6663	563
922	6671	556
923	6677	549
924	6684	541
925	6690	534
926	6699	527
927	6705	520
928	6712	512
929	6718	505
930	6726	498
931	6734	491
932	6740	484
933	6746	476
934	6755	469
935	6761	462
936	6767	454
937	6776	447
938	6782	440
939	6792	433
940	6799	426
941	6808	419
942	6813	411
943	6820	404
944	6828	397
945	6836	390
946	6843	383
947	6848	375
948	6854	368
949	6860	361
950	6871	354
951	6881	346
952	6889	339
953	6898	332
954	6902	325
955	6910	318
956	6916	310
957	6928	303
958	6937	296
959	6945	289
960	6950	282
961	6956	274
962	6964	267
963	6972	260
964	6977	253
965	6984	245
966	6991	238
967	6998	231
968	7003	224
969	7011	216
970	7017	209
971	7024	202
972	7031	195
973	7038	187
974	7043	180
975	7049	173
976	7057	166
977	7067	158
978	7073	151
979	7077	144
980	7083	137
981	7091	129
982	7097	122
983	7102	115
984	7105	108
985	7108	100
986	7112	93
987	7115	86
988	7118	79
989	7121	71
990	7123	64
991	7125	57
992	7128	50
993	7130	43
994	7133	35
995	7135	28
996	7137	21
997	7140	14
998	7142	7
999	7146	0
4	0
